Plot	Values
right	-0.0655940894603
split	-2.62786446981
left	-1.84151542509
lines	-2.15798100396
normal	-1.2
right	-0.229246509517
split	-1.82687330729
left	-2.6481889664
lines	-2.60891230911
normal	-1.2
right	-0.00930451355384
split	-2.65025545154
left	-2.22862134601
lines	-2.67787468549
normal	-1.2
right	-0.0176220130722
split	-2.6698826177
left	-2.51303121828
lines	-1.43150005959
normal	-1.2
right	-0.0012145043264
split	-2.65382816339
left	-2.04483818681
lines	-2.40341221276
normal	-1.2
right	-0.0192780150268
split	-2.08382793807
left	-2.26088277455
lines	-2.3849346192
normal	-1.2
right	-0.148339088235
split	-2.1304071741
left	-2.65744793089
lines	-2.68225514967
normal	-1.16
right	-0.0220357614196
split	-2.58508425311
left	-2.65220846787
lines	-2.42207486369
normal	-1.16
right	-0.00272892346627
split	-1.81898839381
left	-2.33166159376
lines	-1.97221879483
normal	-1.16
right	-7.70942285197e-4
split	-2.51764432445
left	-2.32872218988
lines	-1.4824078941
normal	-1.16
right	-0.0260055236821
split	-2.67353178913
left	-2.67739929054
lines	-1.49864768947
normal	-1.16
right	-0.0334735970379
split	-2.18523300113
left	-2.29542587763
lines	-1.49882501064
normal	-1.16
right	-0.0423945841017
split	-2.67251450462
left	-2.58907350507
lines	-2.45893760832
normal	-1.16
right	-0.0305332805313
split	-2.38180492654
left	-2.68769297581
lines	-1.49180410382
normal	-1.16
right	-0.0192517344411
split	-2.65866989102
left	-2.4258080856
lines	-1.61944853366
normal	-1.16
right	-0.00377493329879
split	-2.60713550056
left	-2.53131059738
lines	-1.41882689168
normal	-1.16
right	-0.0232385833681
split	-2.65766325674
left	-2.68033161296
lines	-1.47685671445
normal	-1.12
right	-0.0741352170288
split	-2.68662545712
left	-2.54428280113
lines	-1.86062619025
normal	-1.12
right	-0.0184768845445
split	-2.67909103226
left	-2.44532484143
lines	-1.78567988638
normal	-1.12
right	-0.00575451515108
split	-2.43067077593
left	-2.68779211853
lines	-1.49061242069
normal	-1.12
right	-0.00430834820959
split	-2.68935103381
left	-2.42789224794
lines	-1.49567129911
normal	-1.12
right	-0.128382768824
split	-2.65142085804
left	-2.2582474383
lines	-2.03778601522
normal	-1.12
right	-0.118924744376
split	-2.59739072831
left	-1.53123898513
lines	-1.45307559917
normal	-1.12
right	-0.0330826295344
split	-2.67414025091
left	-1.83695812599
lines	-1.49213186287
normal	-1.12
right	-0.0197797700709
split	-2.67741957415
left	-2.68959909025
lines	-1.47773658794
normal	-1.12
right	-0.0409630829979
split	-2.66962391312
left	-2.52824319351
lines	-2.58713067006
normal	-1.12
right	-0.0726680685932
split	-2.68812658607
left	-2.6861614677
lines	-1.49125515015
normal	-1.08
right	-0.0173528965986
split	-2.68068885586
left	-2.31901215515
lines	-2.67540134885
normal	-1.08
right	-0.0102203627814
split	-2.60962844068
left	-2.11988478213
lines	-1.48300923421
normal	-1.08
right	-0.00179092405812
split	-2.68924591979
left	-2.68272871351
lines	-1.49675496018
normal	-1.08
right	-0.0282955865114
split	-2.65991279299
left	-2.30900656411
lines	-2.32794287709
normal	-1.08
right	-0.0457245409174
split	-2.44383608613
left	-2.29136842442
lines	-1.49938136429
normal	-1.08
right	-0.01401969272
split	-2.10456474877
left	-1.70667651101
lines	-1.65965409562
normal	-1.08
right	-0.00247452444001
split	-2.64853632744
left	-2.62851989376
lines	-2.68119912858
normal	-1.08
right	-0.0195964746516
split	-2.66659232632
left	-2.53268785649
lines	-1.49378237898
normal	-1.08
right	-0.00277498209193
split	-2.66647012498
left	-2.47569484715
lines	-1.36042015308
normal	-1.08
right	-0.0267210092923
split	-2.66517814416
left	-2.30270607143
lines	-1.48274472613
normal	-1.04
right	-0.0556824782226
split	-2.68139606335
left	-2.24944663652
lines	-1.49936898604
normal	-1.04
right	-0.00477488712332
split	-2.47218915892
left	-2.68368689525
lines	-1.49407463456
normal	-1.04
right	-0.00315771367602
split	-2.57239391385
left	-2.67968131474
lines	-1.86452270134
normal	-1.04
right	-0.00827632682453
split	-2.62976332966
left	-2.27008222174
lines	-2.65257977501
normal	-1.04
right	-0.0246070180981
split	-2.67126488846
left	-2.6507241349
lines	-1.4862295097
normal	-1.04
right	-0.0025569328522
split	-2.20328459279
left	-2.3009860183
lines	-2.0301533614
normal	-1.04
right	-0.0590247900068
split	-2.32158643364
left	-2.06886607965
lines	-1.4938813783
normal	-1.04
right	-0.0195878631166
split	-2.67730770313
left	-2.66512180934
lines	-2.29485965982
normal	-1.04
right	-0.00554175206035
split	-2.65803040504
left	-2.64426140992
lines	-1.48040298509
normal	-1.04
right	-0.063686804526
split	-2.67267558742
left	-2.56849325726
lines	-2.19330372538
normal	-1
right	-0.0156941527687
split	-2.5877022922
left	-2.64584557309
lines	-1.49756074017
normal	-1
right	-0.0598088729595
split	-2.68951491069
left	-2.29197991697
lines	-1.74268703828
normal	-1
right	-0.00431927549445
split	-2.65551357123
left	-2.66344812405
lines	-2.66333251413
normal	-1
right	-0.00119276022616
split	-2.24153561753
left	-2.5782530409
lines	-1.47518146542
normal	-1
right	-0.0109540142063
split	-2.65087574613
left	-2.67401400412
lines	-1.49992336708
normal	-1
right	-0.00471068126447
split	-2.4221753751
left	-2.67623603275
lines	-2.68000308935
normal	-1
right	-0.0175322553521
split	-2.19956676825
left	-2.18179203951
lines	-1.46811132159
normal	-1
right	-0.0221134166035
split	-2.68430335932
left	-2.26246918841
lines	-2.51376202427
normal	-1
right	-0.063389934511
split	-2.19631391605
left	-2.04095453505
lines	-2.67632081075
normal	-1
right	-0.0117795278624
split	-2.05949237921
left	-2.059527542
lines	-1.46001062743
normal	-0.96
right	-0.00903938667064
split	-2.6820279847
left	-2.5835408423
lines	-1.48338244794
normal	-0.96
right	-0.0041611063476
split	-2.09227253702
left	-1.98224230575
lines	-1.49210033519
normal	-0.96
right	-0.116286853414
split	-2.28305728385
left	-2.62699806964
lines	-1.49862875859
normal	-0.96
right	-0.00193594137491
split	-2.39757207764
left	-2.42836045704
lines	-1.49955189662
normal	-0.96
right	-0.0187175945328
split	-2.63069731492
left	-2.56116120168
lines	-1.49945599854
normal	-0.96
right	-0.00627843668817
split	-2.17401217381
left	-2.20969446485
lines	-1.49933759801
normal	-0.96
right	-0.0144538162529
split	-2.63542433054
left	-2.35805572694
lines	-1.49445755631
normal	-0.96
right	-0.0119770890655
split	-2.19235843051
left	-2.68550530245
lines	-2.68520100796
normal	-0.96
right	-0.0235418081669
split	-2.68210116991
left	-2.68401695744
lines	-1.81260573838
normal	-0.96
right	-0.0200568096994
split	-2.59573808695
left	-2.26541719477
lines	-2.68321256681
normal	-0.92
right	-0.0126434181796
split	-2.67908748444
left	-2.6761689573
lines	-1.80623654625
normal	-0.92
right	-0.0081247614903
split	-2.01716461924
left	-2.47374535422
lines	-2.63196583368
normal	-0.92
right	-0.00313403745205
split	-1.67938664525
left	-2.30203976199
lines	-2.61007384923
normal	-0.92
right	-0.0220414297828
split	-2.22879998857
left	-1.95280267852
lines	-1.49839503822
normal	-0.92
right	-0.0140168106215
split	-2.68158370275
left	-2.64371179051
lines	-1.49779971439
normal	-0.92
right	-0.00562496524344
split	-1.91402105796
left	-2.4633409196
lines	-2.65858006734
normal	-0.92
right	-0.00415897532596
split	-2.68800111526
left	-1.84735253135
lines	-1.49997545434
normal	-0.92
right	-0.00384141311071
split	-2.12206314069
left	-2.66945964243
lines	-1.47452817182
normal	-0.92
right	-0.0200638295172
split	-2.08389630922
left	-2.42185793473
lines	-2.19534213304
normal	-0.92
right	-0.0230205808497
split	-2.65784479707
left	-1.89151629286
lines	-1.49958877712
normal	-0.88
right	-0.00435676162509
split	-2.60049156607
left	-2.51035134834
lines	-2.00342596094
normal	-0.88
right	-0.0323444512753
split	-2.40842710902
left	-2.42531207942
lines	-2.1304149875
normal	-0.88
right	-0.0111364181443
split	-1.92749534527
left	-1.81867041946
lines	-1.49875387057
normal	-0.88
right	-0.070242490854
split	-2.67593180872
left	-1.81486759217
lines	-1.49302675352
normal	-0.88
right	-0.00675970989606
split	-2.0889582168
left	-2.25883610441
lines	-2.13460351656
normal	-0.88
right	-0.00224149413649
split	-2.63750543173
left	-2.62232436224
lines	-1.49037504365
normal	-0.88
right	-0.055432749521000003
split	-1.72766316039
left	-2.66741357967
lines	-1.44124443331
normal	-0.88
right	-0.0137395808699
split	-2.32555570414
left	-2.22504145398
lines	-1.49536416183
normal	-0.88
right	-0.0192093654736
split	-2.07796405611
left	-2.19030486779
lines	-1.49769199516
normal	-0.88
right	-0.0187580821821
split	-1.94250530226
left	-2.57220515914
lines	-2.15463714653
normal	-0.84
right	-0.00152182851366
split	-2.04504531911
left	-2.63996408105
lines	-1.49303214479
normal	-0.84
right	-0.0110663538545
split	-2.66131206348
left	-2.04295578239
lines	-1.69273010092
normal	-0.84
right	-0.0695538530709
split	-2.57730091391
left	-2.13072688022
lines	-1.63052504209
normal	-0.84
right	-0.0247913011698
split	-2.67242830355
left	-2.68506687495
lines	-1.63754929042
normal	-0.84
right	-0.00706549338144
split	-2.64735653814
left	-1.99675713246
lines	-1.60528104961
normal	-0.84
right	-0.00547515432809
split	-2.27650002598
left	-1.99787236307
lines	-1.49714893012
normal	-0.84
right	-0.00414203341211
split	-2.28656462272
left	-2.363965142
lines	-1.4988932264
normal	-0.84
right	-0.00375342623985
split	-2.28014588311
left	-2.25165602439
lines	-1.96291929945
normal	-0.84
right	-0.00883355982768
split	-2.35419451596
left	-2.66111853648
lines	-2.43555181661
normal	-0.84
right	-0.0101572457779
split	-2.41947589059
left	-2.61227001295
lines	-1.49518827172
normal	-0.8
right	-0.0273579121202
split	-2.28222668644
left	-2.64411185851
lines	-2.53405964987
normal	-0.8
right	-0.0161108049595
split	-2.02113537778
left	-1.99568704494
lines	-1.49946749302
normal	-0.8
right	-0.0173877954519
split	-2.27336824831
left	-2.65583603436
lines	-2.16731463095
normal	-0.8
right	-0.0672071588036
split	-2.29077943082
left	-2.28020484615
lines	-1.49646007212
normal	-0.8
right	-0.00162873464433
split	-2.17196532223
left	-1.85638882835
lines	-1.48746006867
normal	-0.8
right	-0.0045759426944
split	-2.66668245203
left	-1.98726393472
lines	-1.48998479968
normal	-0.8
right	-0.0162035203901
split	-1.45444789601
left	-2.1932093276
lines	-2.68081045677
normal	-0.8
right	-0.0234533105852
split	-2.64899053151
left	-1.78573095561
lines	-1.49924181273
normal	-0.8
right	-0.0128633491245
split	-2.27922549381
left	-2.62395394408
lines	-2.59924649006
normal	-0.8
right	-0.00163401087889
split	-2.58669405549
left	-1.79493581074
lines	-1.48574911608
normal	-0.76
right	-0.00582828692282
split	-2.64654132115
left	-2.13443714731
lines	-1.46151005449
normal	-0.76
right	-0.0268120775821
split	-2.26449461056
left	-2.15620189221
lines	-1.80409013504
normal	-0.76
right	-0.00665628927075
split	-2.60263733244
left	-1.98000183613
lines	-1.52421860972
normal	-0.76
right	-0.00482077480414
split	-1.98055938129
left	-2.5969733703
lines	-1.48341550538
normal	-0.76
right	-0.0252170747192
split	-2.51697855587
left	-2.64797419418
lines	-2.57127980768
normal	-0.76
right	-0.0171251914026
split	-2.2361297632
left	-2.0801036072
lines	-1.42586093858
normal	-0.76
right	-0.0121597260874
split	-2.09849630818
left	-2.43988432701
lines	-1.49475474807
normal	-0.76
right	-0.0178619737467
split	-2.580837271
left	-2.23351157466
lines	-2.13834960224
normal	-0.76
right	-0.025818009194
split	-1.89953394061
left	-1.7220384403
lines	-2.35617086888
normal	-0.76
right	-0.00274695504335
split	-2.33815702449
left	-1.7185737231
lines	-1.92887704896
normal	-0.72
right	-0.00790797284701
split	-1.80345050049
left	-1.95238068355
lines	-2.2496806125
normal	-0.72
right	-0.0867686801855
split	-2.61688054371
left	-2.60610495216
lines	-1.48275410736
normal	-0.72
right	-0.0108994223441
split	-2.21461902453
left	-2.06469663472
lines	-1.49507336378
normal	-0.72
right	-0.00431190110363
split	-2.67249923018
left	-1.24478845962
lines	-1.6186242794
normal	-0.72
right	-0.0289300272981
split	-1.80401563813
left	-2.63141921323
lines	-1.49603585078
normal	-0.72
right	-0.0687588025724
split	-2.65080142948
left	-2.28672536324
lines	-2.35133986614
normal	-0.72
right	-0.00751634967029
split	-2.53407380604
left	-1.23268717617
lines	-1.4959635975
normal	-0.72
right	-0.0100575097421
split	-1.39021973052
left	-2.21995345226
lines	-1.47949413791
normal	-0.72
right	-0.0273945277658
split	-2.23867884634
left	-1.78137071202
lines	-1.49579145156
normal	-0.72
right	-0.0172884508178
split	-2.32594125677
left	-1.85443074118
lines	-1.47168284069
normal	-0.68
right	-0.00747664580573
split	-1.10026321026
left	-2.16664946621
lines	-2.68702084642
normal	-0.68
right	-0.0241718607721
split	-2.12388398755
left	-2.54757415467
lines	-1.49993991346
normal	-0.68
right	-0.00573844717734
split	-2.17938155518
left	-2.40873999456
lines	-2.21661490763
normal	-0.68
right	-0.00407539159971
split	-2.16039983649
left	-1.6196345576
lines	-1.30450870119
normal	-0.68
right	-0.0126794280194
split	-1.80678137333
left	-1.55505184663
lines	-1.45543920274
normal	-0.68
right	-0.00492878582458
split	-2.10883328922
left	-1.75873523902
lines	-1.49866010217
normal	-0.68
right	-0.0110054522017
split	-2.00168798693
left	-2.63483053395
lines	-1.49727551217
normal	-0.68
right	-0.00400528625324
split	-2.22556626243
left	-2.62284039859
lines	-1.45409631405
normal	-0.68
right	-0.00931781490881
split	-2.67192910201
left	-1.9311845057
lines	-1.48998556577
normal	-0.68
right	-0.00122500450403
split	-2.31250109156
left	-2.67183367665
lines	-1.49575659259
normal	-0.64
right	-0.005839321571
split	-2.67251356544
left	-1.54318683186
lines	-1.49960017504
normal	-0.64
right	-0.00278772036274
split	-1.49405292927
left	-1.41506295454
lines	-1.49866359773
normal	-0.64
right	-0.0122389708218
split	-2.6384499872
left	-2.22275959292
lines	-1.49843328264
normal	-0.64
right	-0.00814901109992
split	-2.13338046429
left	-1.7996163085
lines	-1.44564511834
normal	-0.64
right	-0.00296067258778
split	-2.3825656299
left	-2.65919277811
lines	-1.49668613431
normal	-0.64
right	-0.00547402306635
split	-1.76687237053
left	-2.06015935434
lines	-1.71338132166
normal	-0.64
right	-0.00466659880237
split	-1.65732867061
left	-2.13687910613
lines	-1.5249941786
normal	-0.64
right	-0.00237599060845
split	-2.218000679
left	-2.4729441438
lines	-2.38548075061
normal	-0.64
right	-0.0344440485789
split	-1.58646100402
left	-2.64451857442
lines	-1.49101602142
normal	-0.64
right	-0.0254064304934
split	-2.12278453607
left	-2.6244398375
lines	-1.49969714279
normal	-0.6
right	-0.0162897618783
split	-2.68010562607
left	-2.26489791225
lines	-1.82582058163
normal	-0.6
right	-0.0137783417873
split	-1.64585633404
left	-2.18026256279
lines	-1.49664607289
normal	-0.6
right	-0.00458431896607
split	-2.57406741926
left	-1.93577555618
lines	-1.49126417269
normal	-0.6
right	-0.0247055242966
split	-2.07644661305
left	-1.39378091021
lines	-1.49531482614
normal	-0.6
right	-0.00221553003629
split	-2.46988050001
left	-1.79460251111
lines	-1.9970609096
normal	-0.6
right	-0.00642926716429
split	-1.58398978279
left	-2.41113384388
lines	-1.68395379562
normal	-0.6
right	-0.00129198647461
split	-2.68794509762
left	-2.38521480149
lines	-1.36594317523
normal	-0.6
right	-0.0379232777801
split	-1.53759533855
left	-1.77524706462
lines	-1.44535846519
normal	-0.6
right	-0.035998729806
split	-2.20988900199
left	-2.0790483952
lines	-2.05350063936
normal	-0.6
right	-0.00508089152868
split	-2.22883841221
left	-1.88903793759
lines	-1.49185437625
normal	-0.56
right	-0.0227741130925
split	-2.08664448016
left	-1.82040484916
lines	-1.39718001148
normal	-0.56
right	-0.0180283095535
split	-2.14112560032
left	-1.54929543677
lines	-1.4983638118
normal	-0.56
right	-0.0249329260215
split	-2.33469104192
left	-1.98237268022
lines	-1.89565483266
normal	-0.56
right	-0.0308485740692
split	-1.33100286171
left	-1.82880765484
lines	-2.66738517385
normal	-0.56
right	-0.0230478587273
split	-1.36773762845
left	-1.95775654466
lines	-2.60089341761
normal	-0.56
right	-0.00950065102307
split	-2.34438064047
left	-2.62270349854
lines	-2.66459610372
normal	-0.56
right	-0.0197188495935
split	-2.24597542435
left	-2.36810509749
lines	-1.46347747685
normal	-0.56
right	-0.00187978482792
split	-2.47260647632
left	-1.39906062749
lines	-1.43807756699
normal	-0.56
right	-4.98742693829e-4
split	-2.49833333548
left	-2.68187795192
lines	-1.49743880249
normal	-0.56
right	-0.00895706974618
split	-1.6116233168
left	-1.5302684259
lines	-1.49965084637
normal	-0.52
right	-0.0032121877907
split	-1.30342441961
left	-1.97491259291
lines	-1.49930646805
normal	-0.52
right	-0.00448579644826
split	-1.69617910427
left	-1.52430843344
lines	-2.12696686298
normal	-0.52
right	-0.0317827214356
split	-2.68041335511
left	-1.66981931708
lines	-1.44499655396
normal	-0.52
right	-0.0215920938953
split	-1.48839793641
left	-1.6705679331
lines	-1.41092969376
normal	-0.52
right	-0.03442987427
split	-2.57526902126
left	-1.60999096083
lines	-1.49968882306
normal	-0.52
right	-0.0173681842843
split	-2.33304454589
left	-2.36577466912
lines	-1.29861196232
normal	-0.52
right	-0.0419617952993
split	-1.52675386887
left	-1.61170328419
lines	-1.49993344846
normal	-0.52
right	-0.0059190927385
split	-1.56265858784
left	-2.50773596469
lines	-1.48888951085
normal	-0.52
right	-1.26575269897e-4
split	-2.06405397103
left	-2.51351637595
lines	-1.60650622666
normal	-0.52
right	-0.00962548935379
split	-2.5136266104
left	-1.46723480577
lines	-2.23052864869
normal	-0.48
right	-0.0181616340954
split	-1.52226959764
left	-2.07943318205
lines	-1.69671324649
normal	-0.48
right	-0.0105696708895
split	-2.12834448372
left	-1.5734314371
lines	-1.4939093625
normal	-0.48
right	-0.0121541426723
split	-2.27442571286
left	-1.63335295894
lines	-1.49789933244
